"","res1","res2","res3"
"1",44.7839999999997,140.39899999999,58.0279999999912
"2",0.807775868846993,0.211640273705602,0.563171221113234
"3",1,1,1
"4",0.946808510638298,0.313953488372093,0.804878048780488
