"","res1","res2","res3"
"1",34.8129999999946,37.4649999999965,69.2119999999995
"2",0.760808223572004,0.761428786058652,0.71703087770268
"3",1,1,1
"4",0.970588235294118,0.969026548672566,0.960099750623441
