"","res1","res2","res3"
"1",500.777000000002,155.339999999997,69.2580000000016
"2",0.689537153202215,0.723827374642079,0.668454028376021
"3",1,1,1
"4",0.912076271186441,0.973094170403587,0.967661691542289
