"","time95","time90","time80"
"1",252.856,251.615,250.886
"2",253.741,251.159,251.877
"3",252.66,256.654,258.686
"4",255.214,249.717,251.112
"5",251.344999999999,250.405,251.556
"6",251.768999999999,248.947,249.808
"7",253.092,248.58,250.652
"8",252.984,250.817000000001,251.189
"9",251.727000000001,250.213000000002,250.822
"10",254.212,248.588000000002,250.867
