"","res1","res2","res3"
"1",0.799999999999955,0.416000000000054,0.240999999999985
"2",0.744675108018536,0.876011337286277,0.616518471149431
"3",1,1,1
"4",0.946808510638298,0.989247311827957,0.922077922077922
