"","res1","res2","res3"
"1",1994.17099999999,1918.803,2005.948
"2",0.92415439405873,0.901250088739621,0.799905127969358
"3",1,0.999586606035552,0.999397590361446
"4",0.996292238982051,0.999158584650813,0.999500499500499
