"","time95","time90","time80"
"1",52.3420000000006,18.9710000000014,13.6589999999997
"2",80.982,18.632999999998,15.9730000000018
"3",16.3209999999999,36.0709999999999,16.2949999999983
"4",62.1049999999996,9.60899999999674,17.3009999999995
"5",19.6899999999987,16.5479999999989,12.8549999999996
"6",26.3510000000024,7.73899999999776,27.0570000000007
"7",12.869999999999,31.4670000000006,36.1589999999997
"8",27.4209999999985,5.02000000000044,19.2989999999991
"9",276.632000000001,30.8500000000022,14.122000000003
"10",30.010000000002,14.0099999999984,20.7439999999988
