"","time95","time90","time80"
"1",31.6440000000002,21.0399999999972,23.9420000000027
"2",17.2690000000002,41.507999999998,42.6090000000004
"3",29.3030000000035,29.242000000002,35.0380000000005
"4",42.1219999999994,30.2940000000017,37.023000000001
"5",39.3070000000007,24.369999999999,38.2580000000016
"6",35.7900000000009,30.3270000000011,39.9969999999994
"7",79.737000000001,32.8449999999975,49.1990000000005
"8",35.8590000000004,30.3860000000022,39.5920000000006
"9",46.5810000000019,31.6000000000022,32.0979999999981
"10",52.3270000000011,25.3639999999978,48.6929999999993
