"","res1","res2","res3"
"1",1270.412,1226.322,1275.481
"2",0.928190388116215,0.899358768456124,0.80057550728405
"3",1,0.999495204442201,0.99874245472837
"4",0.996986837236348,0.999389533270437,0.999687968047928
