"","res1....c.time1..Res.1.p0hat.SP.1...Res.1.Sensitivity.1...Res.1.Specificity.1..","res2....c.time2..Res.2.p0hat.SP.1...Res.2.Sensitivity.1...Res.2.Specificity.1..","res3....c.time3..Res.3.p0hat.SP.1...Res.3.Sensitivity.1...Res.3.Specificity.1.."
"1",1.32299999999998,0.271999999999935,0.408000000000015
"2",0.745311907610617,0.890298333752642,0.754893171665639
"3",1,1,1
"4",0.946808510638298,0.978260869565217,0.975
