"","res1....c.time1..Res.1.p0hat.SP.1...Res.1.Sensitivity.1...Res.1.Specificity.1..","res2....c.time2..Res.2.p0hat.SP.1...Res.2.Sensitivity.1...Res.2.Specificity.1..","res3....c.time3..Res.3.p0hat.SP.1...Res.3.Sensitivity.1...Res.3.Specificity.1.."
"1",2282.315,2070.322,5751.838
"2",0.927740421258493,0.899625360412189,0.797450483906592
"3",1,0.991803278688525,0.997646267652993
"4",0.997188642114141,0.999113475177305,0.998586396141693
