"","res1....c.time1..Res.1.p0hat.SP.1...Res.1.Sensitivity.1...Res.1.Specificity.1..","res2....c.time2..Res.2.p0hat.SP.1...Res.2.Sensitivity.1...Res.2.Specificity.1..","res3....c.time3..Res.3.p0hat.SP.1...Res.3.Sensitivity.1...Res.3.Specificity.1.."
"1",1214.818,537.811,1885.457
"2",0.918586844012624,0.896385197651415,0.792109995526559
"3",1,0.996987951807229,0.998059194565745
"4",0.996522288966171,0.998445135495335,0.999370197757904
